id,resturant_name,menu_item,item_description
3994,Honey Baked Ham,Smoked Turkey Breast Dinner,"Serve our Smoked Turkey Breast Dinner any night of the week! Always premium 100% white breast meat, hand-crafted in store with our sweet crunchy glaze. This meal includes one Honey Baked Smoked Turkey Breast, one Cheesy Potatoes Au Gratin, one Tuscan-Style Broccoli (simply bake or microwave), and a 12-pack of King's Hawaiian Rolls. Serves up to 6."
3995,Honey Baked Ham,Smoked Turkey Classic Sandwich 4-Pack,The perfect on-the-go meal! The Ham and Smoked Turkey Classic Sandwich 4-Pack includes 4 Smoked Turkey Classic Sandwiches and 4 bags of Deep River Kettle Cooked Chips. Serves 4.
3996,Honey Baked Ham,Ham & Smoked Turkey Classic Sandwich 4-Pack,"The perfect on-the-go meal! The Smoked Turkey Classic Sandwich 4-Pack includes 2 Smoked Turkey Classic Sandwiches, 2 Ham Classic Sandwiches and 4 bags of Deep River Kettle Cooked Chips. Serves 4."
3997,Honey Baked Ham,Take & Bake Slider Meal,Serve our Take & Bake Slider Dinner any night of the week! This slider dinner includes our original Take & Bake Ham & Swiss Slider Tray and a frozen Double Cheddar Macaroni & Cheese Heat & Serve Side Dish. Serves up to 4.
3998,Honey Baked Ham,Ham & Swiss Slider 12-Pack,"The Ham & Swiss Slider 12-Pack features Honey Baked Ham® and Swiss Cheese piled high on King’s Hawaiian Rolls, topped with our new sweet and savory Honey Glaze Garlic Butter. Simply bake for 20 minutes for hot and melty meal perfection! These are sure to be a hit among friends and family! Perfect for dinner any night of the week or as an easy crowd-pleaser for get-togethers. Serves up to 4"
3999,Honey Baked Ham,Turkey & Cheddar Slider 12-Pack,"Our new Garlic Herb Turkey and Cheddar Take & Bake Slider 12-Pack features our Roasted Turkey Breast topped with Cheddar Cheese on King’s Hawaiian Rolls. Includes our savory Garlic Herb Butter, Hickory Honey Mustard, and Pickle Chips. Simply Bake for 20 minutes for hot & melty perfection!"
4000,Honey Baked Ham,Ham & Cheddar Biscuit Tray,Our Honey Baked Ham and Cheddar Cheese on mini Southern-Style Buttermilk Biscuits. Served with our savory Garlic Herb Butter and Sweet Honey Glaze Sauce. Simply bake for 20 minutes for hot & melty perfection! 8-Pack
4001,Honey Baked Ham,1lb Smoked Turkey Slices Dinner,"Serve our 1lb Smoked Turkey Slices Dinner any night of the week! This meal includes 1lb of our signature Smoked Turkey Breast Slices, a Mac Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 2."
4002,Honey Baked Ham,2lb Ham Slices Dinner,"Serve our 2lb Ham Slices Dinner any night of the week! This meal includes 2lbs of our signature Ham slices, a Double Cheddar Macaroni & Cheese Heat & Serve Side Dish (simply bake or microwave) and a 4-pack of King's Hawaiian Rolls. Serves up to 4."
4003,Honey Baked Ham,Half Boneless Ham Dinner,"This meal includes a half Honey Baked Boneless Ham - the easy to serve crowd pleaser, as well as includes two of our frozen Heat & Serve Side Dishes: Loaded Smashed Potatoes and Tuscan-Style Broccoli (1 package of each), and one package of King's Hawaiian Rolls (12 count). Serves 6-8."
4004,Honey Baked Ham,Pot Roast Dinner,The Homestyle Pot Roast Dinner comes with our Pot Roast and 1 package of King's Hawaiian rolls. Meal also includes 2 of our frozen Heat & Serve Side Dishes: Double Cheddar Macaroni & Cheese and Tuscan-Style Broccoli (1 package of each).
4005,Honey Baked Ham,9 lb Honey Baked Ham & Turkey Feast,A complete meal your friends and family are sure to love! The Honey Baked Ham & Turkey Feasts includes a Bone-In Half Ham and a Smoked Turkey Breast - both topped with our signature sweet & crunchy glaze. Meal also includes 4 frozen Heat & Serve Side Dishes:  Double Cheddar Macaroni & Cheese and Green Bean Casserole (2 packages of each). Serves up to 19.
4006,Honey Baked Ham,9 lb Signature Honey Baked Ham Meal,Enjoy a Signature Honey Baked Ham Meal this holiday season! This meal includes a Bone-In Half Ham which is handcrafted in store with our signature sweet & crunchy glaze. Meal also includes 4 frozen Heat & Serve Side Dishes:  Double Cheddar Macaroni & Cheese and Green Bean Casserole (2 packages of each). Serves up to 12.
4007,Honey Baked Ham,Quarter Ham Meal,"The perfect meal for a perfectly-sized gathering! The Quarter Ham Meal comes with a Honey Baked Bone-in Quarter Ham which is handcrafted in store with our signature sweet & crunch glaze. Meal also includes 3 of our frozen Heat & Serve Side Dishes: Maple Sweet Potato Soufflé, Double Cheddar Macaroni & Cheese and Tuscan-Style Broccoli (1 package of each). Serves up to 8."
4008,Honey Baked Ham,Boneless Ham & Turkey Holiday Duo,Enjoy a Boneless Ham and Turkey Holiday Duo from HoneyBaked this holiday season! Each duo includes a Honey Baked Half Boneless Ham and a Roasted Turkey Breast - both are hand-crafted in store with our signature sweet & crunchy glaze. Serves 10+
4009,Honey Baked Ham,6 Sides Sampler,"Try 6 of our delicious HoneyBaked Heat & Serve Side Dishes to accompany your holiday meal! Prepare from frozen in either the microwave or oven. Sampler includes 1 of each of the following: Tuscan-Style Broccoli, Green Bean Casserole, Maple Sweet Potato Soufflé, Double Cheddar Macaroni & Cheese, Loaded Smashed Potatoes and Country Cornbread Stuffing (1 package of each). Serves 4-6."
4010,Honey Baked Ham,Potato Salad (Single Serving),"A Classic, Deli-Style Potato Salad"
4011,Honey Baked Ham,Broccoli Bacon Bliss (Single Serving),
4012,Honey Baked Ham,Deep River Kettle Chips,
4013,Honey Baked Ham,Assorted Cookies,
4014,Honey Baked Ham,"Sprite, 12 fl oz Can","The OG Sprite, lemon-lime flavored soda for bold personalities100% natural flavorsCaffeine-free12 FL OZ per canCrisp, cool, mouthwatering citrus taste"
4015,Honey Baked Ham,Canned Soda,
4016,Honey Baked Ham,"Dasani Water, 20 fl oz Bottle","Redefine hydration with purified DASANI water bottlesEnhanced bottled water with a proprietary blend of minerals for a pure, fresh tastePurified using reverse osmosis filtrationBottled in PlantBottle packaging, up to 30% made from plants20 fl oz, 100% recyclable bottle (excludes label and cap)"
4017,Honey Baked Ham,"Coca-Cola, 12 fl oz Can","12 FL OZ can of Coca-Cola Original Taste—the refreshing, crisp taste you know and loveGreat taste since 188634 mg of caffeine in each 12 oz serving12 FL OZ in each canThis sparkling beverage is best enjoyed ice-cold for maximum refreshment"
4018,Honey Baked Ham,"Diet Coke, 12 fl oz Can","A delicious, crisp, sparkling cola for the refreshment you wantNo calories, sugar-free46 mg of caffeine per 12 fl oz serving12 FL OZ per can of diet sodaYour perfect everyday pleasure"
4019,Honey Baked Ham,HoneyBaked Smoked Turkey Breast,"HoneyBaked has changed boring, predictable turkey. You may think you've had turkey before, but if you've never had Honey Baked Turkey Breast, you have a whole new experience in store. Turkey has never tasted so good! Slow-smoked and perfectly seasoned for the most juicy, tender and delicious taste infused into every bite. It's indulgence as its best - everyone loves it. We think you'll agree that this turkey is like no other - and is the World's Best Turkey. Premium 100% white breast meat and hand-crafted in store with our sweet crunchy glaze. Fully cooked, pre-sliced and ready to serve. 2.5 - 3 lbs. Serves 6-8"
4020,Honey Baked Ham,HoneyBaked Roasted Turkey Breast,"Slow-roasted and seasoned with the perfect blend of herbs and spices for a juicy, tender and delicious Roasted Turkey experience. HoneyBaked has changed boring, predictable turkey. You may think you've had turkey before, but if you've never had Honey Baked Turkey Breast, you have a whole new experience in store. Turkey has never tasted so good! Slow-roasted and perfectly seasoned for the most juicy, tender and delicious taste infused into every bite. It's indulgence as its best - everyone loves it. We think you'll agree that this turkey is like no other - and is the World's Best Turkey. Premium 100% white breast meat and hand-crafted in store with our sweet crunchy glaze. Fully cooked, pre-sliced and ready to serve. 2.5 - 3 lbs. Serves 6-8"
4021,Honey Baked Ham,10-10.99 lb. Honey Baked Ham,"Our Gold Standard - always moist and tender Bone-In Honey Baked Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. We've been told time and time again that we have the World's Best Ham. Spiral sliced, fully-cooked and ready to serve for convenience."
4022,Honey Baked Ham,8-8.99lb. Honey Baked Ham,"Our Gold Standard - always moist and tender Bone-In Honey Baked Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. We've been told time and time again that we have the World's Best Ham. Spiral sliced, fully-cooked and ready to serve for convenience."
4023,Honey Baked Ham,9-9.99lb. Honey Baked Ham,"Our Gold Standard - always moist and tender Bone-In Honey Baked Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. We've been told time and time again that we have the World's Best Ham. Spiral sliced, fully-cooked and ready to serve for convenience."
4024,Honey Baked Ham,7-7.99lb. Honey Baked Ham,"Our Gold Standard - always moist and tender Bone-In Honey Baked Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. We've been told time and time again that we have the World's Best Ham. Spiral sliced, fully-cooked and ready to serve for convenience."
4025,Honey Baked Ham,Whole Boneless HoneyBaked Ham 7.5 lbs.,"For those less elaborate occasions still requiring a top-notch meal the HoneyBaked Boneless Ham served as a whole size is the perfect choice. This classic dish is both supremely tasty as well as easy and simple to serve. Mildly smoked for a lighter taste; our Boneless Ham is smoked up to 10-11 hours and is hand-crafted with our sweet, crunchy glaze for a unique taste. Serves 11 to 20"
4026,Honey Baked Ham,Half Boneless HoneyBaked Ham 3-3.99 lbs.,"For those less elaborate occasions still requiring a top-notch meal the Honey Baked Boneless Ham served as a half size is the perfect choice. This classic dish is both supremely tasty as well as easy and simple to serve. Mildly smoked for a lighter taste; our Boneless Ham is smoked up to 10-11 hours and is hand-crafted with our sweet, crunchy glaze for a unique taste."
4027,Honey Baked Ham,Quarter Honey Baked Ham 4-5.5lb,"Always moist and tender Bone-In Quarter Ham, smoked for up to 24 hours with our special blend of hardwood chips then hand-crafted with our sweet & crunchy glaze. Perfect for smaller gatherings our Bone-In Quarter Ham has the same tender slices and the same crunchy glaze as our signature Honey Baked Ham, Bone-In Half but for smaller guest lists. Spiral sliced, fully-cooked and ready to serve for convenience."
4028,Honey Baked Ham,Cheesy Potatoes Au Gratin,"Yum - a big family favorite that takes no time at all! Our special recipe takes generous slices of select gold potatoes, then smothers them in a rich, creamy blend of cheddar cheeses. All you do is bake to perfection. Side arrives frozen. Just Heat and Serve."
4029,Honey Baked Ham,Double Cheddar Macaroni and Cheese,"This sensational side combines tender corkscrew pasta tossed in creamy white cheddar cheese sauce, topped with cheddar cheese. Kids love it as well as adults. It makes a delicious accompaniment to the Honey Baked Ham as well as our many other specialty meats. It's as good as homemade and a lot less work. Side arrives frozen. Just Heat and Serve."
4030,Honey Baked Ham,Maple Sweet Potato Souffle,"Our special recipe takes generous slices of select sweet potatoes and whips them into a creamy, smooth soufflé with brown sugar and spices, topped with crunchy pecans. All you do is bake to perfection. Side arrives frozen. Just Heat and Serve."
4031,Honey Baked Ham,Baked Cinnamon Apples,"The perfect variety for baking, Granny Smith apples are the secret to this down-home dish. With a dusting of cinnamon and sugar, it's just mellow enough to serve as a complementary side and just sweet enough to save for dessert. Side arrives frozen. Just Heat and Serve."
4032,Honey Baked Ham,HoneyBaked Beans,A blend of Great Northern Beans and Black-Eyed Peas with Honey Baked Ham in a Zesty Sauce. Serves 4-6. Side arrives frozen. Just heat and serve.
4033,Honey Baked Ham,Loaded Smashed Potatoes,"This will be your next family favorite! The loaded smashed potatoes features smashed russet potatoes smothered with butter, cheddar cheese, crispy bacon and chives. Serves 2-4. Sides arrive frozen, Just Heat and Serve"
4034,Honey Baked Ham,Tuscan-Style Broccoli,"Farm-fresh broccoli with a healthy dose of out-of-this-world flavor makes this dish welcome at any table. Ready to roast tuscan-style broccoli tossed with lemon, garlic, olive oil and parmesan cheese. A delicious new take on a family favorite! Side arrives frozen. Just Heat and Serve."
4035,Honey Baked Ham,Turkey Gravy,"Whether you are celebrating a romantic evening, a holiday or some other type of festive occasion, the one thing that your meal should not be without is our HoneyBaked Roasted Turkey Gravy. With a rich oven-roasted taste it pairs well with everything! Side arrives frozen. Just Heat and Serve."
4036,Honey Baked Ham,Country Cornbread Stuffing,"The one thing that your meal should not be without is our Country Cornbread Stuffing. Regardless of your main dish, leave your guests wanting more at every bite with our sweet and savory cornbread tossed with creamy butter, celery, onion & rosemary. Side arrives frozen. Just Heat and Serve."
4037,Honey Baked Ham,Southern Pecan Pie,"Serve your guests a slice of down-home comfort to top off the perfect meal. Like all of our products, our Southern Pecan Pie is made from the finest ingredients for flavor beyond compare. The crisp, flaky crust is filled with brown sugar, warm spices and syrup, whole eggs and chopped pecans. The pie is hand-topped with roasted pecan halves for a deep, buttery flavor certain to satisfy your sweet tooth. Serves 8"
4038,Honey Baked Ham,Carrot Cake,"Moist cake layers loaded with California's San Joaquin Valley grown carrots, raisins and walnuts and Hawaiian Island pineapple chunks frosted with Wisconsin farm fresh cream cheese icing finished with roasted crushed Georgia pecans."
4039,Honey Baked Ham,Cinnamon Walnut Coffee Cake,"Our HoneyBaked Cinnamon Walnut Coffee Cake takes all the work out of dessert. Packed with mouth-watering flavor, each cake provides the perfect fuss-free solution to any event requiring a sweet finale. Whether you are planning a small tea party or a large formal gathering, our moist Coffee Cake is a perfect crowd-pleaser. Each fluffy cake layer is made with sour cream for ultimate moisture and texture. A soft layer of sweet cinnamon streusel and crunchy Mariani walnuts provides textural interest and mouth-watering flavor in each bite. Serves 10"
4040,Honey Baked Ham,Cheesecake Sampler,"Impress even the most refined pallets by serving a HoneyBaked Cheesecake Sampler at your upcoming gathering or special event. Our smooth Cheesecake is made with high-quality ingredients, including real cream cheese, to ensure delicious flavor and creaminess. Each bite of our rich and velvety Cheesecake melts on the tongue and is sure to please even the pickiest Cheesecake connoisseur. Four of our rich and creamy New York Style Cheesecake flavors in one delicious cake: Hot Fudge, Strawberry Swirl, Turtle, and our Traditional Vanilla. 12 Total Slices. Arrives Frozen, Just Thaw and Serve."
4041,Honey Baked Ham,Red Velvet Cake,"Our HoneyBaked Red Velvet Cake is topped with rich shavings of white chocolate for a touch of elegance and sophistication. Each slice features three layers of cake gently separated by two layers of decadent cream cheese icing. Few dessert offerings are as classically delicious as Red Velvet Cake. Whether you are making plans to entertain a large group of people at a formal event or host an intimate holiday dinner, our limited time only Red Velvet dessert will make the occasion unforgettable. Made with alternating layers of moist cake and velvety cream cheese icing, each bite is absolutely heavenly."
4042,Honey Baked Ham,Pumpkin Pie,"Fully baked and seasoned with All-Spice, Cinnamon, Cloves, Ginger & Nutmeg."
4043,Honey Baked Ham,Cobb Salad,"Honey Baked Ham, bacon, cheddar cheese, roasted tomatoes, pickled red onions, hard boiled egg, and cornbread croutons on a blend of green leaf & spring mix"
4044,Honey Baked Ham,Garden Salad,"Blend of green leaf and spring mix, topped with sliced tomatoes and shredded cheddar."
4045,Honey Baked Ham,Hickory Honey Mustard,Our HoneyBaked Hickory Honey Mustard is sweet and rich with a hickory spice and savory seasonings. Add the taste and quality of HoneyBaked to your food every day when you purchase our line of signature sauces. We pride ourselves in making your meals more convenient and enjoyable and our sauces allow you to enhance the flavor of nearly anything you make.
4046,Honey Baked Ham,Savory Mayo,
4047,Canyon Pizza,"14"" L Pizza","14"" Large Mini-Monster Cheese Pizza or build your own from a list of our great toppings."
4048,Canyon Pizza,"18"" XL Pizza","18"" XL Monster Cheese Pizza or build your own from a list of our great toppings."
4049,Canyon Pizza,Mozzarella Sticks,8x mozzarella sticks with a 4oz side of marinara.
4050,Canyon Pizza,Cheese Stix.,"14"" breadstix smothered in garlic, mozzarella, and Parmesan."
